time;temperature at 2m;relative humidity;precipitation;wind_speed
2022-10-16-00-00;10.4;97;0;0.5
2022-10-16-00-10;10.2;97;0;0.5
2022-10-16-00-20;10.2;97;0;0.4
2022-10-16-00-30;10.2;97;0;0.7
2022-10-16-00-40;10.2;97;0;0.9
2022-10-16-00-50;10.1;96;0;0.9
2022-10-16-01-00;10;97;0;0.5
2022-10-16-01-10;9.7;97;0;0.4
2022-10-16-01-20;9.7;96;0;0.6
2022-10-16-01-30;9.6;97;0;0.7
2022-10-16-01-40;9.7;97;0;0.6
2022-10-16-01-50;9.6;97;0;0.6
2022-10-16-02-00;9.5;97;0;0.6
2022-10-16-02-10;9.4;98;0;0.9
2022-10-16-02-20;9.4;98;0;0.6
2022-10-16-02-30;9.5;98;0;0.6
2022-10-16-02-40;9.5;98;0;0.6
2022-10-16-02-50;9.3;98;0;0.5
2022-10-16-03-00;9.3;99;0;0.5
2022-10-16-03-10;9.4;99;0;0.9
2022-10-16-03-20;9.4;99;0;0.4
2022-10-16-03-30;9.4;98;0;0.6
2022-10-16-03-40;9.4;99;0;0.4
2022-10-16-03-50;9.3;99;0;0.4
2022-10-16-04-00;9.3;99;0;0.5
2022-10-16-04-10;9.3;99;0;0.8
2022-10-16-04-20;9.2;98;0;0.7
2022-10-16-04-30;9.1;99;0;0.7
2022-10-16-04-40;9;99;0;1
2022-10-16-04-50;9;99;0;0.6
2022-10-16-05-00;8.9;99;0;0.6
2022-10-16-05-10;9;99;0;0.6
2022-10-16-05-20;9;99;0;0.9
2022-10-16-05-30;9;99;0;0.6
2022-10-16-05-40;9;99;0;0.6
2022-10-16-05-50;9;99;0;0.6
2022-10-16-06-00;9;99;0;0.6
2022-10-16-06-10;9;99;0;0.6
2022-10-16-06-20;9;99;0;0.5
2022-10-16-06-30;9;99;0;0.7
2022-10-16-06-40;9;99;0;0.7
2022-10-16-06-50;9.1;99;0;0.7
2022-10-16-07-00;9;99;0;0.9
2022-10-16-07-10;8.9;99;0;0.6
2022-10-16-07-20;9;100;0;0.4
2022-10-16-07-30;9.2;99;0;0.4
2022-10-16-07-40;9.2;99;0;0.5
2022-10-16-07-50;9.4;99;0;0.7
2022-10-16-08-00;9.4;99;0;0.6
2022-10-16-08-10;9.4;99;0;0.4
2022-10-16-08-20;9.6;99;0;0.8
2022-10-16-08-30;9.7;99;0;0.8
2022-10-16-08-40;9.7;99;0;0.9
2022-10-16-08-50;9.8;99;0;0.6
2022-10-16-09-00;10;99;0;0.6
2022-10-16-09-10;10.1;99;0;0.7
2022-10-16-09-20;10.2;99;0;0.7
2022-10-16-09-30;10.3;99;0;0.5
2022-10-16-09-40;10.5;98;0;1.2
2022-10-16-09-50;10.5;98;0;1.3
2022-10-16-10-00;10.6;97;0;1.3
2022-10-16-10-10;10.6;97;0;0.7
2022-10-16-10-20;10.9;97;0;1.3
2022-10-16-10-30;10.9;96;0;1.1
2022-10-16-10-40;11.2;95;0;1.1
2022-10-16-10-50;11.7;93;0;1.2
2022-10-16-11-00;12.2;89;0;1
2022-10-16-11-10;13;85;0;0.9
2022-10-16-11-20;13.8;81;0;0.7
2022-10-16-11-30;14.4;78;0;0.8
2022-10-16-11-40;14.5;76;0;0.6
2022-10-16-11-50;15;75;0;0.9
2022-10-16-12-00;15.6;73;0;1.3
2022-10-16-12-10;16.4;71;0;1.1
2022-10-16-12-20;17.3;66;0;0.9
2022-10-16-12-30;17.4;67;0;1.1
2022-10-16-12-40;17.9;65;0;0.9
2022-10-16-12-50;17.9;65;0;1
2022-10-16-13-00;18.4;64;0;1.1
2022-10-16-13-10;18.9;63;0;1.1
2022-10-16-13-20;19.5;61;0;1
2022-10-16-13-30;19.8;61;0;0.9
2022-10-16-13-40;20.1;59;0;0.5
2022-10-16-13-50;20.8;57;0;0.9
2022-10-16-14-00;21.4;56;0;0.4
2022-10-16-14-10;21.9;55;0;0.7
2022-10-16-14-20;21.5;56;0;0.7
2022-10-16-14-30;22;54;0;0.9
2022-10-16-14-40;21.9;54;0;1.8
2022-10-16-14-50;22.1;54;0;1.3
2022-10-16-15-00;22.1;54;0;1.2
2022-10-16-15-10;22.5;54;0;1.7
2022-10-16-15-20;22.4;54;0;1.9
2022-10-16-15-30;22.3;54;0;2.1
2022-10-16-15-40;22.3;54;0;1.5
2022-10-16-15-50;22;55;0;2.4
2022-10-16-16-00;21.4;56;0;2
2022-10-16-16-10;21.1;58;0;2.6
2022-10-16-16-20;20.7;58;0;2.6
2022-10-16-16-30;20.4;59;0;2.2
2022-10-16-16-40;20.1;60;0;1.8
2022-10-16-16-50;19.8;62;0;1.9
2022-10-16-17-00;19.5;64;0;2.2
2022-10-16-17-10;19.2;65;0;1.7
2022-10-16-17-20;18.9;66;0;2.2
2022-10-16-17-30;18.6;67;0;2.6
2022-10-16-17-40;18.4;67;0;2.2
2022-10-16-17-50;18.2;68;0;2
2022-10-16-18-00;17.7;71;0;2.2
2022-10-16-18-10;17.4;72;0;2
2022-10-16-18-20;17.1;73;0;1.8
2022-10-16-18-30;17;74;0;2.5
2022-10-16-18-40;16.7;75;0;2.4
2022-10-16-18-50;16.6;75;0;2
2022-10-16-19-00;16.3;76;0;2.2
2022-10-16-19-10;15.9;78;0;1.3
2022-10-16-19-20;15.6;80;0;0.6
2022-10-16-19-30;15.2;81;0;1.1
2022-10-16-19-40;15;83;0;1.2
2022-10-16-19-50;14.6;84;0;0.8
2022-10-16-20-00;14.5;85;0;0.6
2022-10-16-20-10;14.2;86;0;0.5
2022-10-16-20-20;13.8;87;0;0.5
2022-10-16-20-30;13.6;89;0;0.9
2022-10-16-20-40;13.4;90;0;0.6
2022-10-16-20-50;13.2;92;0;0.4
2022-10-16-21-00;13;92;0;0.4
2022-10-16-21-10;12.9;93;0;0.7
2022-10-16-21-20;12.7;93;0;0.6
2022-10-16-21-30;12.7;94;0;0.5
2022-10-16-21-40;12.5;94;0;0.3
2022-10-16-21-50;12.4;94;0;0.5
2022-10-16-22-00;12.2;95;0;0.7
2022-10-16-22-10;12.1;95;0;0.5
2022-10-16-22-20;12;95;0;0.4
2022-10-16-22-30;11.9;96;0;0.3
2022-10-16-22-40;11.7;96;0;0.2
2022-10-16-22-50;11.6;96;0;0.2
2022-10-16-23-00;11.4;96;0;0.2
2022-10-16-23-10;11.4;96;0;0.2
2022-10-16-23-20;11.3;96;0;0.5
2022-10-16-23-30;11.3;97;0;0.4
2022-10-16-23-40;11.2;97;0;0.4
2022-10-16-23-50;11.1;97;0;0.4
2022-10-17-00-00;10.9;96;0;0.3
2022-10-17-00-10;10.9;97;0;0.5
2022-10-17-00-20;10.8;97;0;0.4
2022-10-17-00-30;10.8;96;0;0.8
2022-10-17-00-40;10.7;97;0;0.4
2022-10-17-00-50;10.7;97;0;0.5
2022-10-17-01-00;10.6;97;0;0.9
2022-10-17-01-10;10.6;97;0;0.7
2022-10-17-01-20;10.6;98;0;0.4
2022-10-17-01-30;10.7;98;0;0.6
2022-10-17-01-40;10.7;98;0;0.9
2022-10-17-01-50;10.7;98;0;1
2022-10-17-02-00;10.6;98;0;0.8
2022-10-17-02-10;10.5;98;0;0.6
2022-10-17-02-20;10.6;98;0;0.3
2022-10-17-02-30;10.6;98;0;0.7
2022-10-17-02-40;10.7;99;0;0.9
2022-10-17-02-50;10.8;99;0;0.8
2022-10-17-03-00;10.8;99;0;0.6
2022-10-17-03-10;10.8;99;0;0.6
2022-10-17-03-20;10.8;99;0;0.5
2022-10-17-03-30;10.9;99;0;0.4
2022-10-17-03-40;10.9;99;0;0.3
2022-10-17-03-50;10.9;99;0;0.7
2022-10-17-04-00;10.9;99;0;0.8
2022-10-17-04-10;10.9;99;0;0.9
2022-10-17-04-20;10.9;99;0;0.8
2022-10-17-04-30;10.8;99;0;0.6
2022-10-17-04-40;10.8;99;0;0.8
2022-10-17-04-50;10.8;99;0;0.7
2022-10-17-05-00;10.8;99;0;0.6
2022-10-17-05-10;10.8;99;0;0.4
2022-10-17-05-20;10.8;99;0;0.3
2022-10-17-05-30;10.8;99;0;0.3
2022-10-17-05-40;10.9;99;0;0.4
2022-10-17-05-50;10.9;99;0;1.2
2022-10-17-06-00;10.8;98;0;1.6
2022-10-17-06-10;10.7;99;0;1.3
2022-10-17-06-20;10.6;99;0;1.5
2022-10-17-06-30;10.5;99;0;1.7
2022-10-17-06-40;10.4;99;0;1.4
2022-10-17-06-50;10.5;99;0;1.2
2022-10-17-07-00;10.5;99;0;1.2
2022-10-17-07-10;10.5;99;0;1.1
2022-10-17-07-20;10.5;99;0;0.9
2022-10-17-07-30;10.6;99;0;0.5
2022-10-17-07-40;10.6;99;0;0.5
2022-10-17-07-50;10.7;99;0;0.7
2022-10-17-08-00;10.7;98;0;0.9
2022-10-17-08-10;10.6;98;0;0.8
2022-10-17-08-20;10.6;98;0;1.1
2022-10-17-08-30;10.7;98;0;1.1
2022-10-17-08-40;10.8;98;0;1
2022-10-17-08-50;10.8;98;0;1.1
2022-10-17-09-00;10.9;98;0;0.9
2022-10-17-09-10;11;97;0;0.6
2022-10-17-09-20;11.1;97;0;0.6
2022-10-17-09-30;11.2;97;0;0.7
2022-10-17-09-40;11.4;97;0;0.6
2022-10-17-09-50;11.5;96;0;0.7
2022-10-17-10-00;11.7;95;0;0.5
2022-10-17-10-10;12;94;0;0.5
2022-10-17-10-20;12.1;93;0;0.6
2022-10-17-10-30;12.3;91;0;0.8
2022-10-17-10-40;12.9;90;0;0.6
2022-10-17-10-50;13.3;88;0;0.8
2022-10-17-11-00;14.1;84;0;0.9
2022-10-17-11-10;14.4;83;0;1
2022-10-17-11-20;14.9;81;0;1.4
2022-10-17-11-30;14.9;82;0;1.4
2022-10-17-11-40;15.4;80;0;1.3
2022-10-17-11-50;15.9;78;0;0.7
2022-10-17-12-00;16.7;74;0;0.6
2022-10-17-12-10;17.1;73;0;0.5
2022-10-17-12-20;17.3;72;0;0.9
2022-10-17-12-30;17.6;71;0;0.7
2022-10-17-12-40;18.1;68;0;1
2022-10-17-12-50;18.4;68;0;0.8
2022-10-17-13-00;19.2;65;0;1.2
2022-10-17-13-10;19.9;63;0;0.7
2022-10-17-13-20;19.9;63;0;1.3
2022-10-17-13-30;20.6;61;0;0.8
2022-10-17-13-40;20.9;60;0;0.8
2022-10-17-13-50;21.5;57;0;0.7
2022-10-17-14-00;21.5;58;0;1.1
2022-10-17-14-10;21;58;0;1.2
2022-10-17-14-20;21.4;57;0;1.1
2022-10-17-14-30;21.6;56;0;1
2022-10-17-14-40;21.6;56;0;1
2022-10-17-14-50;22;56;0;0.7
2022-10-17-15-00;22;56;0;0.6
2022-10-17-15-10;22.7;53;0;0.8
2022-10-17-15-20;22.8;53;0;0.8
2022-10-17-15-30;22.5;54;0;0.8
2022-10-17-15-40;21.8;56;0;1.1
2022-10-17-15-50;21.6;56;0;1
2022-10-17-16-00;21.4;57;0;0.7
2022-10-17-16-10;21.1;58;0;0.6
2022-10-17-16-20;20.8;59;0;0.9
2022-10-17-16-30;20.5;61;0;0.8
2022-10-17-16-40;20.1;63;0;0.6
2022-10-17-16-50;19.5;66;0;0.7
2022-10-17-17-00;19;67;0;0.6
2022-10-17-17-10;18.5;70;0;0.6
2022-10-17-17-20;17.8;74;0;0.4
2022-10-17-17-30;17.5;75;0;0.6
2022-10-17-17-40;16.9;78;0;0.4
2022-10-17-17-50;16.5;81;0;0.3
2022-10-17-18-00;16.4;82;0;1.1
2022-10-17-18-10;16.2;82;0;0.9
2022-10-17-18-20;15.9;84;0;0.6
2022-10-17-18-30;15.6;85;0;0.4
2022-10-17-18-40;15.5;86;0;1
2022-10-17-18-50;15.4;86;0;1.4
2022-10-17-19-00;15.1;88;0;1
2022-10-17-19-10;14.9;89;0;1.3
2022-10-17-19-20;14.8;89;0;1
2022-10-17-19-30;14.6;90;0;0.5
2022-10-17-19-40;14.3;91;0;0.5
2022-10-17-19-50;14.1;91;0;0.9
2022-10-17-20-00;13.9;92;0;0.7
2022-10-17-20-10;13.6;92;0;0.2
2022-10-17-20-20;13.6;93;0;0.5
2022-10-17-20-30;13.6;93;0;0.9
2022-10-17-20-40;13.5;93;0;0.8
2022-10-17-20-50;13.2;93;0;0.9
2022-10-17-21-00;13;94;0;1.4
2022-10-17-21-10;13.1;94;0;1.1
2022-10-17-21-20;13;94;0;0.9
2022-10-17-21-30;12.9;94;0;0.9
2022-10-17-21-40;12.7;95;0;0.7
2022-10-17-21-50;12.6;95;0;1.1
2022-10-17-22-00;12.5;95;0;1
2022-10-17-22-10;12.4;95;0;0.7
2022-10-17-22-20;12.2;96;0;0.9
2022-10-17-22-30;12.3;96;0;0.9
2022-10-17-22-40;12.1;96;0;0.8
2022-10-17-22-50;11.9;96;0;0.6
2022-10-17-23-00;11.9;96;0;0.6
2022-10-17-23-10;11.8;97;0;0.4
2022-10-17-23-20;11.6;96;0;0.2
2022-10-17-23-30;11.5;97;0;0.2
2022-10-17-23-40;11.4;96;0;0.5
2022-10-17-23-50;11.6;97;0;0.8
2022-10-18-00-00;11.3;97;0;0.6
2022-10-18-00-10;11;97;0;0.5
2022-10-18-00-20;11;96;0;0.7
2022-10-18-00-30;11.2;97;0;0.4
2022-10-18-00-40;11;97;0;0.3
2022-10-18-00-50;10.8;97;0;0.3
2022-10-18-01-00;10.7;97;0;0.6
2022-10-18-01-10;10.6;97;0;0.4
2022-10-18-01-20;10.4;97;0;0.3
2022-10-18-01-30;10.2;97;0;0.3
2022-10-18-01-40;10;97;0;0.7
2022-10-18-01-50;10.3;98;0;0.7
2022-10-18-02-00;10.3;98;0;0.5
2022-10-18-02-10;10.4;97;0;0.4
2022-10-18-02-20;10.4;98;0;0.3
2022-10-18-02-30;10.6;98;0;0.4
2022-10-18-02-40;10.7;98;0;0.3
2022-10-18-02-50;10.7;98;0;0.4
2022-10-18-03-00;10.8;98;0;0.4
2022-10-18-03-10;10.9;98;0;0.5
2022-10-18-03-20;11;99;0;0.6
2022-10-18-03-30;11;99;0;0.6
2022-10-18-03-40;11.1;99;0;0.4
2022-10-18-03-50;11.1;98;0;1.2
2022-10-18-04-00;11.1;99;0;1
2022-10-18-04-10;11.1;99;0;0.4
2022-10-18-04-20;11.1;99;0;0.8
2022-10-18-04-30;11;99;0;0.7
2022-10-18-04-40;10.9;99;0;1
2022-10-18-04-50;10.9;99;0;1.2
2022-10-18-05-00;10.9;99;0;0.8
2022-10-18-05-10;10.9;99;0;0.6
2022-10-18-05-20;10.9;99;0;0.6
2022-10-18-05-30;10.9;99;0;0.4
2022-10-18-05-40;10.9;99;0;1
2022-10-18-05-50;10.8;99;0;1.1
2022-10-18-06-00;10.7;99;0;1.1
2022-10-18-06-10;10.7;99;0;1
2022-10-18-06-20;10.7;99;0;1.1
2022-10-18-06-30;10.6;99;0;0.9
2022-10-18-06-40;10.6;99;0;0.8
2022-10-18-06-50;10.6;99;0;1.1
2022-10-18-07-00;10.6;99;0;1.2
2022-10-18-07-10;10.6;99;0;1.1
2022-10-18-07-20;10.6;99;0;1.2
2022-10-18-07-30;10.7;99;0;1.3
2022-10-18-07-40;10.7;99;0;1.2
2022-10-18-07-50;10.7;99;0;1.2
2022-10-18-08-00;10.7;99;0;0.9
2022-10-18-08-10;10.7;99;0;0.8
2022-10-18-08-20;10.7;99;0;0.7
2022-10-18-08-30;10.8;99;0;0.7
2022-10-18-08-40;10.9;99;0;0.7
2022-10-18-08-50;11;99;0;0.8
2022-10-18-09-00;11.1;99;0;0.8
2022-10-18-09-10;11.1;99;0;0.5
2022-10-18-09-20;11.3;99;0;0.4
2022-10-18-09-30;11.4;99;0;0.7
2022-10-18-09-40;11.4;99;0;0.6
2022-10-18-09-50;11.6;99;0;0.6
2022-10-18-10-00;11.6;99;0;1
2022-10-18-10-10;11.7;98;0;0.9
2022-10-18-10-20;11.9;99;0;1.1
2022-10-18-10-30;12;99;0;0.6
2022-10-18-10-40;12.1;98;0;0.9
2022-10-18-10-50;12.1;98;0;0.8
2022-10-18-11-00;12.2;97;0;1
2022-10-18-11-10;12.4;97;0;0.8
2022-10-18-11-20;12.8;96;0;1
2022-10-18-11-30;12.9;93;0;1.3
2022-10-18-11-40;13.6;90;0;0.9
2022-10-18-11-50;14.1;89;0;1.1
2022-10-18-12-00;14.8;85;0;1.1
2022-10-18-12-10;15.3;82;0;1
2022-10-18-12-20;16;80;0;0.6
2022-10-18-12-30;16.3;77;0;0.8
2022-10-18-12-40;16.9;75;0;1
2022-10-18-12-50;17.5;72;0;0.9
2022-10-18-13-00;17.5;71;0;1
2022-10-18-13-10;18;69;0;0.8
2022-10-18-13-20;18.4;67;0;0.7
2022-10-18-13-30;18.9;65;0;0.5
2022-10-18-13-40;19.4;64;0;0.6
2022-10-18-13-50;19.4;63;0;0.7
2022-10-18-14-00;20.1;60;0;0.7
2022-10-18-14-10;20.4;58;0;0.6
2022-10-18-14-20;20.5;57;0;0.9
2022-10-18-14-30;20.7;56;0;0.7
2022-10-18-14-40;20.6;56;0;0.7
2022-10-18-14-50;20.4;56;0;0.6
2022-10-18-15-00;21.1;55;0;0.6
2022-10-18-15-10;20.9;53;0;0.8
2022-10-18-15-20;20.9;54;0;0.8
2022-10-18-15-30;21.1;53;0;0.6
2022-10-18-15-40;20.9;52;0;0.8
2022-10-18-15-50;21;50;0;0.9
2022-10-18-16-00;20.4;51;0;0.8
2022-10-18-16-10;20.2;53;0;0.7
2022-10-18-16-20;19.7;57;0;0.6
2022-10-18-16-30;19.3;60;0;0.4
2022-10-18-16-40;18.8;63;0;0.4
2022-10-18-16-50;18.3;65;0;1.2
2022-10-18-17-00;17.9;68;0;1.3
2022-10-18-17-10;17.4;71;0;0.7
2022-10-18-17-20;16.9;74;0;0.6
2022-10-18-17-30;16.4;76;0;0.5
2022-10-18-17-40;16.1;77;0;0.8
2022-10-18-17-50;15.7;80;0;0.7
2022-10-18-18-00;15.5;81;0;1.4
2022-10-18-18-10;15.3;83;0;0.8
2022-10-18-18-20;14.9;84;0;0.8
2022-10-18-18-30;14.6;87;0;1
2022-10-18-18-40;14.5;87;0;1.1
2022-10-18-18-50;14.3;88;0;1.5
2022-10-18-19-00;14.1;90;0;0.6
2022-10-18-19-10;13.9;91;0;0.8
2022-10-18-19-20;13.8;91;0;0.7
2022-10-18-19-30;13.8;91;0;0.5
2022-10-18-19-40;13.7;92;0;0.6
2022-10-18-19-50;13.4;92;0;0.6
2022-10-18-20-00;13.2;93;0;0.3
2022-10-18-20-10;13.1;94;0;1.1
2022-10-18-20-20;13.1;94;0;0.8
2022-10-18-20-30;12.9;94;0;0.6
2022-10-18-20-40;12.7;94;0;0.5
2022-10-18-20-50;12.6;94;0;0.5
2022-10-18-21-00;12.4;95;0;0.3
2022-10-18-21-10;12.4;95;0;0.3
2022-10-18-21-20;12.2;95;0;0.6
2022-10-18-21-30;12.2;95;0;0.5
2022-10-18-21-40;12.1;96;0;0.8
2022-10-18-21-50;12;95;0;0.3
2022-10-18-22-00;12;96;0;0.3
2022-10-18-22-10;11.8;96;0;0.2
2022-10-18-22-20;11.7;96;0;0.2
2022-10-18-22-30;11.7;96;0;0.6
2022-10-18-22-40;11.6;96;0;0.7
2022-10-18-22-50;11.5;96;0;0.8
2022-10-18-23-00;11.4;96;0;0.3
2022-10-18-23-10;11.4;97;0;0.4
2022-10-18-23-20;11.3;97;0;0.4
2022-10-18-23-30;11.1;97;0;0.2
2022-10-18-23-40;11.1;96;0;0.3
2022-10-18-23-50;11.1;97;0;0.4
2022-10-19-00-00;11.1;97;0;0.7
2022-10-19-00-10;10.9;97;0;0.6
2022-10-19-00-20;10.8;97;0;0.2
2022-10-19-00-30;10.6;97;0;0.6
2022-10-19-00-40;10.6;96;0;0.6
2022-10-19-00-50;10.8;97;0;0.4
2022-10-19-01-00;10.7;97;0;0.5
2022-10-19-01-10;10.7;97;0;0.5
2022-10-19-01-20;10.8;98;0;0.4
2022-10-19-01-30;10.7;98;0;0.4
2022-10-19-01-40;10.8;97;0;1
2022-10-19-01-50;10.8;98;0;0.6
2022-10-19-02-00;10.9;98;0;0.6
2022-10-19-02-10;10.8;98;0;0.5
2022-10-19-02-20;10.8;98;0;0.5
2022-10-19-02-30;10.8;98;0;0.4
2022-10-19-02-40;10.8;98;0;0.6
2022-10-19-02-50;10.9;98;0;0.4
2022-10-19-03-00;10.9;98;0;0.8
2022-10-19-03-10;10.8;98;0;0.5
2022-10-19-03-20;10.9;98;0;0.9
2022-10-19-03-30;10.9;99;0;0.7
2022-10-19-03-40;10.9;99;0;0.7
2022-10-19-03-50;10.9;99;0;0.5
2022-10-19-04-00;11;99;0;0.5
2022-10-19-04-10;11;98;0;0.6
2022-10-19-04-20;10.9;99;0;0.5
2022-10-19-04-30;11;99;0;0.5
2022-10-19-04-40;11.1;98;0;0.8
2022-10-19-04-50;11.1;99;0;0.8
2022-10-19-05-00;11;99;0;0.3
2022-10-19-05-10;11;99;0;0.7
2022-10-19-05-20;10.9;99;0;0.5
2022-10-19-05-30;10.8;99;0;0.7
2022-10-19-05-40;10.8;99;0;0.5
2022-10-19-05-50;10.8;99;0;0.5
2022-10-19-06-00;10.8;99;0;0.7
2022-10-19-06-10;10.7;99;0;0.5
2022-10-19-06-20;10.8;98;0;0.8
2022-10-19-06-30;10.7;99;0;0.8
2022-10-19-06-40;10.7;99;0;0.6
2022-10-19-06-50;10.7;99;0;0.4
2022-10-19-07-00;10.8;99;0;0.5
2022-10-19-07-10;10.8;99;0;0.9
2022-10-19-07-20;10.8;99;0;0.8
2022-10-19-07-30;10.8;99;0;0.8
2022-10-19-07-40;10.9;99;0;0.7
2022-10-19-07-50;10.9;99;0;0.8
2022-10-19-08-00;11;99;0;0.6
2022-10-19-08-10;11;99;0;0.5
2022-10-19-08-20;11;99;0;0.6
2022-10-19-08-30;11.1;99;0;0.5
2022-10-19-08-40;11.1;99;0;0.6
2022-10-19-08-50;11.2;99;0;0.8
2022-10-19-09-00;11.1;98;0;0.6
2022-10-19-09-10;11.1;99;0;0.4
2022-10-19-09-20;11.3;99;0;0.9
2022-10-19-09-30;11.4;98;0;1
2022-10-19-09-40;11.5;99;0;1
2022-10-19-09-50;11.5;98;0;0.7
2022-10-19-10-00;11.5;98;0;0.6
2022-10-19-10-10;11.7;97;0;1
2022-10-19-10-20;11.9;97;0;0.9
2022-10-19-10-30;12.1;96;0;1
2022-10-19-10-40;12.3;96;0;0.7
2022-10-19-10-50;12.9;93;0;1
2022-10-19-11-00;13.4;90;0;1.4
2022-10-19-11-10;13.7;88;0;0.9
2022-10-19-11-20;14.4;84;0;0.5
2022-10-19-11-30;14.7;84;0;0.8
2022-10-19-11-40;15.2;82;0;1
2022-10-19-11-50;15.8;79;0;0.7
2022-10-19-12-00;16.4;76;0;0.9
2022-10-19-12-10;17.1;74;0;0.8
2022-10-19-12-20;17.4;73;0;0.9
2022-10-19-12-30;18.2;70;0;0.9
2022-10-19-12-40;18.8;67;0;0.5
2022-10-19-12-50;18.8;68;0;0.8
2022-10-19-13-00;19.2;66;0;0.8
2022-10-19-13-10;19.8;65;0;0.9
2022-10-19-13-20;20.3;62;0;1.2
2022-10-19-13-30;20.4;62;0;1.3
2022-10-19-13-40;20.5;61;0;2.1
2022-10-19-13-50;20.5;59;0;2.5
2022-10-19-14-00;20.5;60;0;2.2
2022-10-19-14-10;20.5;60;0;2.1
2022-10-19-14-20;20.8;59;0;1.6
2022-10-19-14-30;21.1;58;0;2.1
2022-10-19-14-40;20.8;58;0;2
2022-10-19-14-50;20.7;59;0;1.6
2022-10-19-15-00;20.7;59;0;2
2022-10-19-15-10;20.6;59;0;1.7
2022-10-19-15-20;20.7;59;0;1.9
2022-10-19-15-30;20.5;59;0;1.7
2022-10-19-15-40;20.4;59;0;1.9
2022-10-19-15-50;20.2;60;0;1.4
2022-10-19-16-00;19.7;61;0;1.6
2022-10-19-16-10;19.5;62;0;1.5
2022-10-19-16-20;19.1;63;0;1.4
2022-10-19-16-30;18.9;64;0;1.2
2022-10-19-16-40;18.6;66;0;1
2022-10-19-16-50;18.3;68;0;1.1
2022-10-19-17-00;17.9;69;0;1.3
2022-10-19-17-10;17.5;71;0;1.2
2022-10-19-17-20;17.2;72;0;1.2
2022-10-19-17-30;16.8;73;0;1.3
2022-10-19-17-40;16.5;75;0;1.4
2022-10-19-17-50;16.1;77;0;1.3
2022-10-19-18-00;15.7;78;0;1.3
2022-10-19-18-10;15.4;80;0;1.1
2022-10-19-18-20;15.1;82;0;0.8
2022-10-19-18-30;14.8;83;0;0.5
2022-10-19-18-40;14.6;85;0;0.3
2022-10-19-18-50;14.4;86;0;0.7
2022-10-19-19-00;14.2;86;0;0.7
2022-10-19-19-10;14;87;0;0.7
2022-10-19-19-20;14;88;0;1.1
2022-10-19-19-30;14.2;87;0;0.7
2022-10-19-19-40;14.2;87;0;0.5
2022-10-19-19-50;14.3;86;0;0.6
2022-10-19-20-00;14.3;86;0;0.5
2022-10-19-20-10;14.7;84;0;1
2022-10-19-20-20;14.9;83;0;1.1
2022-10-19-20-30;15.1;82;0;1
2022-10-19-20-40;15.2;82;0;0.6
2022-10-19-20-50;15.1;82;0;0.5
2022-10-19-21-00;15.2;82;0;0.4
2022-10-19-21-10;15.3;81;0;0.8
2022-10-19-21-20;15.3;82;0;0.6
2022-10-19-21-30;15.3;81;0;0.8
2022-10-19-21-40;15.3;81;0;0.5
2022-10-19-21-50;15.3;82;0;0.6
2022-10-19-22-00;15.3;82;0;1.1
2022-10-19-22-10;15.2;82;0;1.4
2022-10-19-22-20;15;82;0;1.4
2022-10-19-22-30;14.9;83;0;1.2
2022-10-19-22-40;14.9;83;0;1.3
2022-10-19-22-50;14.8;82;0;0.6
2022-10-19-23-00;14.8;81;0;0.7
2022-10-19-23-10;14.8;82;0;0.6
2022-10-19-23-20;14.9;81;0;0.8
2022-10-19-23-30;14.8;81;0;1
2022-10-19-23-40;14.8;82;0;1.4
2022-10-19-23-50;14.7;83;0;1
