time;temperature at 2m;relative humidity;precipitation;wind_speed
2022-10-20-00-00;14.6;84;0;0.6
2022-10-20-00-10;14.5;84;0;0.4
2022-10-20-00-20;14.5;85;0;0.7
2022-10-20-00-30;14.4;85;0;0.6
2022-10-20-00-40;14.3;85;0;0.5
2022-10-20-00-50;14.3;85;0;0.4
2022-10-20-01-00;14.3;85;0;0.6
2022-10-20-01-10;14.2;85;0;1
2022-10-20-01-20;14.2;86;0;0.5
2022-10-20-01-30;14.2;87;0;0.4
2022-10-20-01-40;14.2;87;0;0.4
2022-10-20-01-50;14.2;86;0;1.2
2022-10-20-02-00;13.9;86;0;1.9
2022-10-20-02-10;13.7;87;0;0.9
2022-10-20-02-20;13.7;87;0;0.8
2022-10-20-02-30;13.6;87;0;1.3
2022-10-20-02-40;13.6;86;0;1.5
2022-10-20-02-50;13.6;85;0;1.1
2022-10-20-03-00;13.7;85;0;1.2
2022-10-20-03-10;13.8;83;0;1.4
2022-10-20-03-20;14;80;0;2.1
2022-10-20-03-30;14;79;0;1.9
2022-10-20-03-40;13.9;79;0;1.6
2022-10-20-03-50;13.8;79;0;1.3
2022-10-20-04-00;13.7;78;0;1.2
2022-10-20-04-10;13.6;79;0;1.2
2022-10-20-04-20;13.5;79;0;1.3
2022-10-20-04-30;13.4;79;0;1.5
2022-10-20-04-40;13.3;80;0;1.6
2022-10-20-04-50;13.3;80;0;1.3
2022-10-20-05-00;13.3;79;0;1.5
2022-10-20-05-10;13.2;79;0;1.2
2022-10-20-05-20;13.2;79;0;1.3
2022-10-20-05-30;13.2;77;0;1
2022-10-20-05-40;13.1;77;0;1.4
2022-10-20-05-50;13;77;0;1.8
2022-10-20-06-00;13;76;0;1.8
2022-10-20-06-10;12.8;75;0;2.8
2022-10-20-06-20;12.8;74;0;2.4
2022-10-20-06-30;12.7;73;0;2.5
2022-10-20-06-40;12.6;73;0;1.6
2022-10-20-06-50;12.5;72;0;2
2022-10-20-07-00;12.4;71;0;2
2022-10-20-07-10;12.3;71;0;2.1
2022-10-20-07-20;12.4;70;0;1.7
2022-10-20-07-30;12.4;69;0;2.1
2022-10-20-07-40;12.4;69;0;1.6
2022-10-20-07-50;12.4;68;0;2.3
2022-10-20-08-00;12.5;67;0;2.9
2022-10-20-08-10;12.5;66;0;2.8
2022-10-20-08-20;12.6;66;0;2.5
2022-10-20-08-30;12.6;65;0;3.3
2022-10-20-08-40;12.7;64;0;2.6
2022-10-20-08-50;12.8;64;0;2.2
2022-10-20-09-00;12.9;61;0;2.4
2022-10-20-09-10;13;62;0;2.2
2022-10-20-09-20;13;62;0;2.3
2022-10-20-09-30;13.1;64;0;2.2
2022-10-20-09-40;13;63;0;3
2022-10-20-09-50;13.1;63;0;2.6
2022-10-20-10-00;13.2;63;0;2.1
2022-10-20-10-10;13.3;62;0;2.5
2022-10-20-10-20;13.3;62;0;2.3
2022-10-20-10-30;13.4;61;0;1.9
2022-10-20-10-40;13.3;61;0;2
2022-10-20-10-50;13.4;61;0;2
2022-10-20-11-00;13.5;61;0;1.7
2022-10-20-11-10;13.7;60;0;1.9
2022-10-20-11-20;13.8;60;0;1.6
2022-10-20-11-30;13.9;60;0;2.1
2022-10-20-11-40;14.1;60;0;1.8
2022-10-20-11-50;14.3;59;0;2.1
2022-10-20-12-00;14.5;59;0;2.2
2022-10-20-12-10;14.6;59;0;2.1
2022-10-20-12-20;14.3;59;0;1.9
2022-10-20-12-30;14.5;59;0;1.9
2022-10-20-12-40;14.7;59;0;2.1
2022-10-20-12-50;14.9;58;0;2.2
2022-10-20-13-00;15.1;58;0;2.1
2022-10-20-13-10;15.1;58;0;2.2
2022-10-20-13-20;15.3;58;0;2.1
2022-10-20-13-30;15.2;58;0;2.3
2022-10-20-13-40;15.2;58;0;2
2022-10-20-13-50;15.4;58;0;1.8
2022-10-20-14-00;15.4;58;0;2.5
2022-10-20-14-10;15.4;58;0;2.3
2022-10-20-14-20;15.5;58;0;1.9
2022-10-20-14-30;15.5;58;0;2.2
2022-10-20-14-40;15.5;58;0;1.9
2022-10-20-14-50;15.4;59;0;2
2022-10-20-15-00;15.5;59;0;2.1
2022-10-20-15-10;15.5;59;0;2.6
2022-10-20-15-20;15.6;59;0;2.8
2022-10-20-15-30;15.4;59;0;2.2
2022-10-20-15-40;15.4;60;0;2.2
2022-10-20-15-50;15.3;60;0;2.3
2022-10-20-16-00;15.1;61;0;2.5
2022-10-20-16-10;14.9;61;0;2.3
2022-10-20-16-20;14.8;62;0;2.5
2022-10-20-16-30;14.8;63;0;2.4
2022-10-20-16-40;14.7;62;0;2.3
2022-10-20-16-50;14.7;62;0;2.1
2022-10-20-17-00;14.7;63;0;1.6
2022-10-20-17-10;14.6;63;0;1.4
2022-10-20-17-20;14.6;64;0;1.9
2022-10-20-17-30;14.5;65;0;1.9
2022-10-20-17-40;14.4;65;0;1.1
2022-10-20-17-50;14.2;67;0;1.2
2022-10-20-18-00;14.1;68;0;1.3
2022-10-20-18-10;14.1;68;0;1
2022-10-20-18-20;14.1;69;0;1.4
2022-10-20-18-30;14;69;0;1.3
2022-10-20-18-40;13.9;70;0;1.1
2022-10-20-18-50;13.8;71;0;1.1
2022-10-20-19-00;13.7;72;0;0.5
2022-10-20-19-10;13.5;73;0;0.4
2022-10-20-19-20;13.4;73;0;0.5
2022-10-20-19-30;13.4;73;0;0.6
2022-10-20-19-40;13.4;73;0;0.7
2022-10-20-19-50;13.3;73;0;0.8
2022-10-20-20-00;13;75;0;1
2022-10-20-20-10;12.6;76;0;1.3
2022-10-20-20-20;12.2;78;0;1.4
2022-10-20-20-30;11.9;79;0;1.4
2022-10-20-20-40;11.7;80;0;1.5
2022-10-20-20-50;11.6;81;0;1.2
2022-10-20-21-00;11.4;81;0;1.1
2022-10-20-21-10;11.2;82;0;1
2022-10-20-21-20;11.1;82;0;1
2022-10-20-21-30;11;82;0;1.1
2022-10-20-21-40;11;83;0;1.5
2022-10-20-21-50;10.9;83;0;1.5
2022-10-20-22-00;10.8;83;0;1.8
2022-10-20-22-10;10.6;84;0;1.7
2022-10-20-22-20;10.4;85;0;1.4
2022-10-20-22-30;10.3;86;0;1.5
2022-10-20-22-40;10.1;87;0;1.8
2022-10-20-22-50;10;88;0;1.9
2022-10-20-23-00;9.9;88;0;1.9
2022-10-20-23-10;9.8;89;0;2
2022-10-20-23-20;9.7;89;0;1.6
2022-10-20-23-30;9.6;89;0;1.4
2022-10-20-23-40;9.6;89;0;1.5
2022-10-20-23-50;9.5;90;0;1.5
2022-10-21-00-00;9.4;90;0;1.5
2022-10-21-00-10;9.3;90;0;1.9
2022-10-21-00-20;9.2;90;0;1.9
2022-10-21-00-30;9.3;90;0;1.6
2022-10-21-00-40;9.3;90;0;1.4
2022-10-21-00-50;9.2;90;0;1
2022-10-21-01-00;9.2;90;0;0.6
2022-10-21-01-10;9.2;90;0;0.6
2022-10-21-01-20;9.2;90;0;1.1
2022-10-21-01-30;9.2;90;0;1.5
2022-10-21-01-40;9.2;90;0;1.6
2022-10-21-01-50;9.3;89;0;1.7
2022-10-21-02-00;9.3;89;0;1.2
2022-10-21-02-10;9.2;89;0;0.8
2022-10-21-02-20;9.1;90;0;1
2022-10-21-02-30;9;90;0;0.8
2022-10-21-02-40;8.9;90;0;0.9
2022-10-21-02-50;9;90;0;0.9
2022-10-21-03-00;8.9;90;0;0.7
2022-10-21-03-10;8.9;90;0;0.8
2022-10-21-03-20;8.8;90;0;0.8
2022-10-21-03-30;8.8;90;0;1
2022-10-21-03-40;8.9;90;0;1.3
2022-10-21-03-50;8.9;90;0;1.2
2022-10-21-04-00;8.9;89;0;1.4
2022-10-21-04-10;8.9;89;0;1
2022-10-21-04-20;8.8;90;0;0.9
2022-10-21-04-30;8.6;90;0;0.9
2022-10-21-04-40;8.6;91;0;0.6
2022-10-21-04-50;8.6;91;0;0.9
2022-10-21-05-00;8.6;91;0;1
2022-10-21-05-10;8.7;90;0;0.7
2022-10-21-05-20;8.8;90;0;0.8
2022-10-21-05-30;8.8;90;0;0.7
2022-10-21-05-40;8.9;89;0;0.8
2022-10-21-05-50;8.9;89;0;0.5
2022-10-21-06-00;8.8;90;0;0.5
2022-10-21-06-10;8.8;90;0;1.1
2022-10-21-06-20;8.8;90;0;0.5
2022-10-21-06-30;8.8;90;0;0.7
2022-10-21-06-40;8.8;91;0;0.6
2022-10-21-06-50;8.8;91;0;0.5
2022-10-21-07-00;8.9;91;0;0.8
2022-10-21-07-10;9;91;0;0.6
2022-10-21-07-20;9;90;0;0.5
2022-10-21-07-30;9.1;90;0;0.5
2022-10-21-07-40;9.2;90;0;0.5
2022-10-21-07-50;9.4;89;0;0.8
2022-10-21-08-00;9.5;89;0;0.6
2022-10-21-08-10;9.7;88;0;0.5
2022-10-21-08-20;9.8;88;0;0.5
2022-10-21-08-30;10.1;87;0;0.4
2022-10-21-08-40;10.3;86;0;0.5
2022-10-21-08-50;10.6;86;0;0.8
2022-10-21-09-00;10.7;85;0;0.8
2022-10-21-09-10;10.8;85;0;0.8
2022-10-21-09-20;10.9;84;0;0.9
2022-10-21-09-30;11.1;84;0;0.7
2022-10-21-09-40;11.3;83;0;0.7
2022-10-21-09-50;11.5;82;0;0.8
2022-10-21-10-00;11.7;82;0;0.6
2022-10-21-10-10;11.8;82;0;0.8
2022-10-21-10-20;11.9;82;0;0.6
2022-10-21-10-30;12.1;82;0;0.5
2022-10-21-10-40;12.3;81;0;0.6
2022-10-21-10-50;12.6;80;0;0.9
2022-10-21-11-00;12.9;79;0;0.8
2022-10-21-11-10;13.1;79;0;1.6
2022-10-21-11-20;13.2;79;0;1.5
2022-10-21-11-30;13.6;78;0;1.1
2022-10-21-11-40;14.3;76;0;0.4
2022-10-21-11-50;15.2;73;0;0.6
2022-10-21-12-00;15.8;70;0;0.5
2022-10-21-12-10;16.5;68;0;1.3
2022-10-21-12-20;16.9;67;0;1.9
2022-10-21-12-30;17;68;0;1.1
2022-10-21-12-40;17.4;67;0;1.1
2022-10-21-12-50;17.8;66;0;1.8
2022-10-21-13-00;18.1;63;0;1.9
2022-10-21-13-10;18.3;62;0;1.9
2022-10-21-13-20;18.4;62;0;2.5
2022-10-21-13-30;18.4;62;0;2.8
2022-10-21-13-40;18.5;59;0;2.8
2022-10-21-13-50;18.4;59;0;2.6
2022-10-21-14-00;18.4;59;0;2.7
2022-10-21-14-10;18.5;59;0;2.8
2022-10-21-14-20;18.6;59;0;2.6
2022-10-21-14-30;18.8;59;0;3.3
2022-10-21-14-40;19;59;0;2.7
2022-10-21-14-50;19;59;0;3.1
2022-10-21-15-00;19.1;59;0;4
2022-10-21-15-10;19.1;60;0;4.5
2022-10-21-15-20;19.2;60;0;3.1
2022-10-21-15-30;19.2;60;0;3.9
2022-10-21-15-40;19.1;62;0;3.8
2022-10-21-15-50;19;63;0;3.5
2022-10-21-16-00;18.9;63;0;2.9
2022-10-21-16-10;18.8;65;0;3.4
2022-10-21-16-20;18.7;65;0;4.2
2022-10-21-16-30;18.6;66;0;3.2
2022-10-21-16-40;18.5;67;0;1.8
2022-10-21-16-50;18.3;68;0;2.2
2022-10-21-17-00;18.1;69;0;3
2022-10-21-17-10;17.9;71;0;3.2
2022-10-21-17-20;17.7;72;0;2.6
2022-10-21-17-30;17.5;73;0;2.4
2022-10-21-17-40;17.3;73;0;3.1
2022-10-21-17-50;17.2;74;0;3.1
2022-10-21-18-00;17;75;0;3.3
2022-10-21-18-10;17;74;0;2.6
2022-10-21-18-20;17;74;0;2.1
2022-10-21-18-30;16.9;75;0;1
2022-10-21-18-40;16.8;75;0;1.8
2022-10-21-18-50;16.7;75;0;0.9
2022-10-21-19-00;16.5;76;0;1.2
2022-10-21-19-10;16.4;76;0;1.6
2022-10-21-19-20;16.3;76;0;2
2022-10-21-19-30;16.3;76;0;2.5
2022-10-21-19-40;16.4;76;0;2.7
2022-10-21-19-50;16.3;76;0;2.4
2022-10-21-20-00;16.3;76;0;3.1
2022-10-21-20-10;16.4;75;0;2.9
2022-10-21-20-20;16.5;75;0;2.7
2022-10-21-20-30;16.5;75;0;2.8
2022-10-21-20-40;16.4;76;0;2.6
2022-10-21-20-50;16.3;76;0;2.3
2022-10-21-21-00;16.4;76;0;3
2022-10-21-21-10;16.4;76;0;2.7
2022-10-21-21-20;16.4;76;0;3
2022-10-21-21-30;16.4;76;0;4
2022-10-21-21-40;16.5;76;0;3.9
2022-10-21-21-50;16.4;76;0;3.2
2022-10-21-22-00;16.3;77;0;3.6
2022-10-21-22-10;16.2;77;0;3
2022-10-21-22-20;16.1;77;0;2.7
2022-10-21-22-30;16.1;77;0;3.3
2022-10-21-22-40;16;77;0;3
2022-10-21-22-50;16;77;0;2.9
2022-10-21-23-00;15.8;78;0;3
2022-10-21-23-10;15.9;78;0;3.2
2022-10-21-23-20;15.9;78;0;3
2022-10-21-23-30;16;78;0;3.1
2022-10-21-23-40;15.9;78;0;3.4
2022-10-21-23-50;16;78;0;3.2
2022-10-22-00-00;16;78;0;4
2022-10-22-00-10;16.1;78;0;3.4
2022-10-22-00-20;16.2;78;0;3.4
2022-10-22-00-30;16.3;78;0;2.8
2022-10-22-00-40;16.2;78;0;2.3
2022-10-22-00-50;16.1;79;0;1.6
2022-10-22-01-00;16;79;0;1.7
2022-10-22-01-10;15.9;79;0;2.1
2022-10-22-01-20;15.8;80;0;2.3
2022-10-22-01-30;15.8;80;0;2.8
2022-10-22-01-40;15.9;79;0;2.5
2022-10-22-01-50;15.9;79;0;3.1
2022-10-22-02-00;16;79;0;3.1
2022-10-22-02-10;16.1;78;0;3.2
2022-10-22-02-20;16.3;77;0;2.5
2022-10-22-02-30;16.4;77;0;2.6
2022-10-22-02-40;16.4;77;0;1.8
2022-10-22-02-50;16.3;78;0;2
2022-10-22-03-00;16.4;77;0;2
2022-10-22-03-10;16.5;77;0;2.1
2022-10-22-03-20;16.5;77;0;2.9
2022-10-22-03-30;16.7;77;0;1.9
2022-10-22-03-40;16.6;77;0;1.8
2022-10-22-03-50;16.7;76;0;2.4
2022-10-22-04-00;16.8;75;0;2.7
2022-10-22-04-10;16.9;74;0;3.8
2022-10-22-04-20;16.9;74;0;3.3
2022-10-22-04-30;17;73;0;3.8
2022-10-22-04-40;17;73;0;3.3
2022-10-22-04-50;17;73;0;3.5
2022-10-22-05-00;17;73;0;3.1
2022-10-22-05-10;17;73;0;2.7
2022-10-22-05-20;17;74;0;3.1
2022-10-22-05-30;17;74;0;3.3
2022-10-22-05-40;17.2;72;0;4
2022-10-22-05-50;17.4;71;0;3.5
2022-10-22-06-00;17.4;71;0;3.2
2022-10-22-06-10;17.4;71;0;3.7
2022-10-22-06-20;17.4;71;0;3
2022-10-22-06-30;17.4;71;0;3.2
2022-10-22-06-40;17.4;71;0;3.4
2022-10-22-06-50;17.5;70;0;4.3
2022-10-22-07-00;17.5;70;0;3.6
2022-10-22-07-10;17.5;71;0;4.1
2022-10-22-07-20;17.5;71;0;4.4
2022-10-22-07-30;17.6;71;0;4.6
2022-10-22-07-40;17.6;71;0;3.9
2022-10-22-07-50;17.6;71;0;3.7
2022-10-22-08-00;17.6;72;0;3.3
2022-10-22-08-10;17.6;72;0;2.6
2022-10-22-08-20;17.5;73;0;2
2022-10-22-08-30;17.6;73;0;2.3
2022-10-22-08-40;17.7;72;0;3
2022-10-22-08-50;17.7;72;0;2.1
2022-10-22-09-00;17.8;72;0;2.5
2022-10-22-09-10;17.8;72;0;2.2
2022-10-22-09-20;17.8;73;0;2.9
2022-10-22-09-30;17.7;74;0;2.7
2022-10-22-09-40;17.6;75;0;1.8
2022-10-22-09-50;17.6;75;0;1.8
2022-10-22-10-00;17.6;77;0;2.7
2022-10-22-10-10;17.4;79;0;3
2022-10-22-10-20;17.3;80;0;2.8
2022-10-22-10-30;17.3;81;0;1.9
2022-10-22-10-40;17.2;81;0;1
2022-10-22-10-50;16.7;83;0;1.4
2022-10-22-11-00;16.3;86;0;1.3
2022-10-22-11-10;16;87;0;1.2
2022-10-22-11-20;15.9;87;0;1.6
2022-10-22-11-30;15.7;88;0;1.7
2022-10-22-11-40;15.6;89;0;1.3
2022-10-22-11-50;15.4;90;0;1.5
2022-10-22-12-00;15.3;91;0.1;1.3
2022-10-22-12-10;15.3;92;0.1;1.6
2022-10-22-12-20;15.3;91;0.1;1.5
2022-10-22-12-30;15.2;92;0.4;2.1
2022-10-22-12-40;15.1;92;0.4;2
2022-10-22-12-50;15;92;0.4;1.7
2022-10-22-13-00;15;92;0.2;1
2022-10-22-13-10;14.9;93;0.2;1.8
2022-10-22-13-20;15;93;0.2;1.9
2022-10-22-13-30;14.9;93;0;1.7
2022-10-22-13-40;14.9;93;0;1.7
2022-10-22-13-50;14.9;94;0;1.2
2022-10-22-14-00;14.9;94;0.2;3.4
2022-10-22-14-10;15;92;0.2;4.5
2022-10-22-14-20;14.7;93;0.2;4.9
2022-10-22-14-30;14.4;95;7;3.9
2022-10-22-14-40;14;95;7;4.4
2022-10-22-14-50;13.6;94;7;4.6
2022-10-22-15-00;13.5;95;8.6;3.8
2022-10-22-15-10;13.4;95;8.6;4.5
2022-10-22-15-20;13.4;95;8.6;2.2
2022-10-22-15-30;13.4;95;4.9;1.2
2022-10-22-15-40;13.4;95;4.9;1.5
2022-10-22-15-50;13.5;94;4.9;1.5
2022-10-22-16-00;13.4;95;3.6;1.1
2022-10-22-16-10;13.4;95;3.6;1
2022-10-22-16-20;13.4;94;3.6;1.7
2022-10-22-16-30;13.3;94;1.1;2.1
2022-10-22-16-40;13.3;95;1.1;1.9
2022-10-22-16-50;13.2;95;1.1;1.9
2022-10-22-17-00;13.2;95;1.4;2.5
2022-10-22-17-10;13.1;96;1.4;1.7
2022-10-22-17-20;13.1;96;1.4;1.6
2022-10-22-17-30;13.1;96;0.4;1.8
2022-10-22-17-40;13;96;0.4;1
2022-10-22-17-50;13;96;0.4;1.6
2022-10-22-18-00;12.9;96;0.1;0.8
2022-10-22-18-10;13;96;0.1;0.5
2022-10-22-18-20;13;96;0.1;1.3
2022-10-22-18-30;13;96;0;0.6
2022-10-22-18-40;13;96;0;0.7
2022-10-22-18-50;13;96;0;0.9
2022-10-22-19-00;13;96;0;1.2
2022-10-22-19-10;13;96;0;1.4
2022-10-22-19-20;13;96;0;1.2
2022-10-22-19-30;13;96;0;0.6
2022-10-22-19-40;13;96;0;0.9
2022-10-22-19-50;13;96;0;1
2022-10-22-20-00;13;96;0;1
2022-10-22-20-10;12.9;96;0;1.1
2022-10-22-20-20;12.9;96;0;1.1
2022-10-22-20-30;12.8;96;0;0.7
2022-10-22-20-40;12.8;96;0;0.7
2022-10-22-20-50;12.8;97;0;0.3
2022-10-22-21-00;12.6;96;0;0.6
2022-10-22-21-10;12.4;97;0;1.2
2022-10-22-21-20;12.2;96;0;1
2022-10-22-21-30;12.3;96;0;1.5
2022-10-22-21-40;12.4;97;0;1.2
2022-10-22-21-50;12.3;97;0;0.9
2022-10-22-22-00;12.4;97;0;1.1
2022-10-22-22-10;12.3;97;0;1.2
2022-10-22-22-20;12.2;97;0;0.6
2022-10-22-22-30;12.2;97;0;1
2022-10-22-22-40;12.2;97;0;0.8
2022-10-22-22-50;12.2;97;0;0.6
2022-10-22-23-00;12.1;98;0;0.4
2022-10-22-23-10;12.1;97;0;0.9
2022-10-22-23-20;12;97;0;0.7
2022-10-22-23-30;11.9;98;0;1
2022-10-22-23-40;11.9;98;0;0.5
2022-10-22-23-50;11.9;98;0;1
2022-10-23-00-00;11.9;98;0;1.2
2022-10-23-00-10;11.7;98;0;1.2
2022-10-23-00-20;11.6;98;0;0.8
2022-10-23-00-30;11.5;98;0;0.8
2022-10-23-00-40;11.4;98;0;1.4
2022-10-23-00-50;11.2;98;0;1.1
2022-10-23-01-00;11;98;0;1
2022-10-23-01-10;10.9;98;0;0.8
2022-10-23-01-20;11;98;0;0.7
2022-10-23-01-30;11;98;0;1
2022-10-23-01-40;11;98;0;0.9
2022-10-23-01-50;10.9;98;0;1
2022-10-23-02-00;10.9;98;0;0.8
2022-10-23-02-10;10.9;98;0;1
2022-10-23-02-20;10.9;98;0;0.8
2022-10-23-02-30;10.9;97;0;1
2022-10-23-02-40;10.9;97;0;0.8
2022-10-23-02-50;10.9;97;0;0.9
2022-10-23-03-00;10.9;97;0;1.3
2022-10-23-03-10;10.8;97;0;1.4
2022-10-23-03-20;10.8;98;0;0.8
2022-10-23-03-30;10.8;97;0;0.8
2022-10-23-03-40;10.8;98;0;0.6
2022-10-23-03-50;10.9;97;0;1.2
2022-10-23-04-00;10.8;97;0;1.4
2022-10-23-04-10;10.8;97;0;0.8
2022-10-23-04-20;10.8;97;0;0.9
2022-10-23-04-30;10.8;97;0;1.5
2022-10-23-04-40;10.8;98;0;1.2
2022-10-23-04-50;10.7;97;0;0.8
2022-10-23-05-00;10.7;98;0;0.5
2022-10-23-05-10;10.7;97;0;1.2
2022-10-23-05-20;10.7;98;0;0.6
2022-10-23-05-30;10.7;97;0;0.6
2022-10-23-05-40;10.7;97;0;0.5
2022-10-23-05-50;10.7;97;0;0.9
2022-10-23-06-00;10.7;97;0;1
2022-10-23-06-10;10.7;97;0;1.3
2022-10-23-06-20;10.7;97;0;1
2022-10-23-06-30;10.6;97;0.4;1.3
2022-10-23-06-40;10.7;97;0.4;1
2022-10-23-06-50;10.6;97;0.4;1
2022-10-23-07-00;10.6;97;0.5;0.7
2022-10-23-07-10;10.7;97;0.5;0.6
2022-10-23-07-20;10.7;98;0.5;0.5
2022-10-23-07-30;10.8;97;0;1.1
2022-10-23-07-40;10.7;96;0;1.4
2022-10-23-07-50;10.8;97;0;0.9
2022-10-23-08-00;10.9;97;0;1
2022-10-23-08-10;11;96;0;0.9
2022-10-23-08-20;11;95;0;0.9
2022-10-23-08-30;11.2;95;0;0.8
2022-10-23-08-40;11.2;95;0;1
2022-10-23-08-50;11.4;95;0;1.1
2022-10-23-09-00;11.4;95;0;1.3
2022-10-23-09-10;11.5;95;0;1
2022-10-23-09-20;11.4;94;0;0.8
2022-10-23-09-30;11.5;95;0.2;0.4
2022-10-23-09-40;11.6;95;0.2;0.5
2022-10-23-09-50;11.6;94;0.2;0.6
2022-10-23-10-00;11.8;94;0;0.6
2022-10-23-10-10;11.9;93;0;0.6
2022-10-23-10-20;12;92;0;0.8
2022-10-23-10-30;12.3;93;0.1;0.4
2022-10-23-10-40;12.6;91;0.1;0.8
2022-10-23-10-50;12.6;90;0.1;1
2022-10-23-11-00;12.7;90;0;0.9
2022-10-23-11-10;12.7;90;0;0.6
2022-10-23-11-20;12.6;91;0;0.8
2022-10-23-11-30;12.8;91;0.4;0.7
2022-10-23-11-40;13.2;91;0.4;0.6
2022-10-23-11-50;13.4;89;0.4;1.1
2022-10-23-12-00;13.9;88;0;1.1
2022-10-23-12-10;13.9;86;0;0.9
2022-10-23-12-20;14.2;87;0;1.7
2022-10-23-12-30;14.3;86;0;0.9
2022-10-23-12-40;14.5;85;0;1
2022-10-23-12-50;14.7;85;0;1
2022-10-23-13-00;14.9;85;0;1.8
2022-10-23-13-10;15;84;0;0.8
2022-10-23-13-20;15;84;0;2
2022-10-23-13-30;14.9;85;0;1.3
2022-10-23-13-40;15;86;0;1.4
2022-10-23-13-50;15.2;85;0;1.8
2022-10-23-14-00;15;85;0;1.3
2022-10-23-14-10;15.2;86;0;1.8
2022-10-23-14-20;15.3;85;0;1.6
2022-10-23-14-30;15.1;85;0;1.5
2022-10-23-14-40;14.9;85;0;1.1
2022-10-23-14-50;15.1;86;0;0.9
2022-10-23-15-00;15.1;85;0;1.3
2022-10-23-15-10;15.3;85;0;0.5
2022-10-23-15-20;15.4;85;0;1.2
2022-10-23-15-30;15.4;85;0;1.3
2022-10-23-15-40;15.3;85;0;0.8
2022-10-23-15-50;15.2;86;0;0.5
2022-10-23-16-00;15.3;86;0;0.3
2022-10-23-16-10;15.3;87;0;0.6
2022-10-23-16-20;15.4;87;0;0.9
2022-10-23-16-30;15.5;87;0;1
2022-10-23-16-40;15.5;87;0;1.1
2022-10-23-16-50;15.5;88;0;0.8
2022-10-23-17-00;15.5;88;0;1
2022-10-23-17-10;15.5;88;0;0.9
2022-10-23-17-20;15.4;89;0;1
2022-10-23-17-30;15.3;90;0;0.5
2022-10-23-17-40;15.2;91;0;0.6
2022-10-23-17-50;15.1;91;0;0.9
2022-10-23-18-00;15;92;0;0.9
2022-10-23-18-10;14.8;92;0;0.5
2022-10-23-18-20;14.8;92;0;1.3
2022-10-23-18-30;14.9;93;0;2.1
2022-10-23-18-40;15.4;92;0;2.7
2022-10-23-18-50;16;91;0;2.2
2022-10-23-19-00;16.1;91;0;2.1
2022-10-23-19-10;16.1;91;0;1.3
2022-10-23-19-20;15.9;92;0;0.9
2022-10-23-19-30;15.5;92;0;1.1
2022-10-23-19-40;15.5;92;0;2.2
2022-10-23-19-50;16.1;92;0;2.4
2022-10-23-20-00;16.7;90;0;2.3
2022-10-23-20-10;17.1;88;0;2.2
2022-10-23-20-20;17.3;86;0;2.1
2022-10-23-20-30;17.4;86;0;1.9
2022-10-23-20-40;17.3;86;0;1.9
2022-10-23-20-50;17.2;86;0;2
2022-10-23-21-00;17.1;86;0;2
2022-10-23-21-10;17;86;0;2.2
2022-10-23-21-20;17;86;0;2.6
2022-10-23-21-30;16.9;86;0;2.9
2022-10-23-21-40;17.2;83;0;2.9
2022-10-23-21-50;17.5;81;0;2.2
2022-10-23-22-00;17.6;80;0;2.8
2022-10-23-22-10;17.5;81;0;2.7
2022-10-23-22-20;17.5;81;0;3.3
2022-10-23-22-30;17.5;80;0;3.2
2022-10-23-22-40;17.4;81;0;2.8
2022-10-23-22-50;17.2;82;0;2.1
2022-10-23-23-00;17.1;82;0;1.5
2022-10-23-23-10;17.2;82;0;1.8
2022-10-23-23-20;17.3;81;0;2.2
2022-10-23-23-30;17.2;82;0;3.3
2022-10-23-23-40;17.1;82;0;3.5
2022-10-23-23-50;17.2;82;0;2.8
2022-10-24-00-00;17.2;82;0;2
